time_local,city,temp_c,humidity,pressure,weather,wind_speed,air_pm2_5,air_pm10,air_co,air_no2,air_o3,air_aqi,uv_index
2026-02-01 12:25:03 AM BDT,"Dhaka, BD",18.02,82,1016,mist,1.03,123.9,136.04,707.79,8.6,81,5,0
2026-02-01 01:17:13 AM BDT,"Dhaka, BD",18.02,82,1016,mist,2.06,126.46,137.82,709.83,7.79,76.4,5,0
2026-02-01 02:19:49 AM BDT,"Dhaka, BD",18.02,82,1016,mist,3.09,128.92,139.68,707.82,6.93,75.29,5,0
2026-02-01 03:17:06 AM BDT,"Dhaka, BD",17.02,82,1016,mist,2.57,130.22,140.41,702.13,6.18,76.09,5,0
2026-02-01 04:17:42 AM BDT,"Dhaka, BD",16.02,82,1016,mist,2.06,130.2,139.9,693.54,5.57,76.28,5,0
2026-02-01 05:17:09 AM BDT,"Dhaka, BD",16.02,88,1016,mist,2.57,130.32,139.79,690.87,5.28,73.15,5,0
2026-02-01 07:55:36 AM BDT,"Dhaka, BD",16.02,82,1019,mist,3.09,127.81,139.77,730.06,7.96,60.63,5,0.5855
2026-02-01 10:27:16 AM BDT,"Dhaka, BD",21.02,73,1020,haze,2.57,118.44,128.9,676.99,5.27,109.66,5,5.0542
2026-02-01 11:56:36 AM BDT,"Dhaka, BD",24.02,57,1017,haze,3.09,123.36,134.23,669.33,3.06,136.21,5,6.9649
2026-02-01 12:47:50 PM BDT,"Dhaka, BD",25.02,50,1016,haze,3.09,88.68,94.91,497.53,1.48,156.26,5,6.9649
2026-02-01 01:33:57 PM BDT,"Dhaka, BD",25.02,47,1015,haze,2.57,75.02,80.01,436.07,1.29,155.21,5,5.8554
2026-02-01 02:26:49 PM BDT,"Dhaka, BD",26.02,38,1015,haze,2.57,75.02,80.01,436.07,1.29,155.21,5,4.068
2026-02-01 03:26:02 PM BDT,"Dhaka, BD",26.02,47,1014,haze,2.57,70.93,75.67,421.02,1.45,154.16,4,2.034
2026-02-01 04:20:45 PM BDT,"Dhaka, BD",26.02,50,1015,haze,2.57,73.34,79.03,438.74,3.04,140.3,4,0.6677
