time_local,city,temp_c,humidity,pressure,weather,wind_speed,air_pm2_5,air_pm10,air_co,air_no2,air_o3,air_aqi,uv_index
2025-10-12 07:26:06 PM BDT,"Dhaka, BD",26.68,66,1009,clear sky,2.71,47.1,57.35,377.03,9.93,40.62,3,0
2025-10-12 08:12:02 PM BDT,"Dhaka, BD",28.02,74,1010,haze,1.54,50.55,63.21,416.13,10.75,31.25,4,0
2025-10-12 09:13:06 PM BDT,"Dhaka, BD",28.02,78,1010,haze,1.54,53.96,68.56,447.36,10.89,23.93,4,0
2025-10-12 10:15:50 PM BDT,"Dhaka, BD",28.02,78,1010,haze,0,56.46,72.42,467.21,10.7,19.06,4,0
2025-10-12 11:11:06 PM BDT,"Dhaka, BD",24.82,69,1010,clear sky,2.47,58.76,75.43,479.81,10.8,17.07,4,0
2025-10-13 12:19:08 AM BDT,"Dhaka, BD",26.02,89,1010,haze,0,61.15,77.56,480.81,10.78,16.64,4,0
2025-10-13 01:10:39 AM BDT,"Dhaka, BD",26.02,89,1010,haze,0,63.77,80.19,484.67,10.56,16.31,4,0
2025-10-13 02:14:54 AM BDT,"Dhaka, BD",26.02,89,1009,haze,0,66.63,83.56,493.16,9.88,14.38,4,0
2025-10-13 03:12:08 AM BDT,"Dhaka, BD",23.11,76,1009,clear sky,2.25,68.97,86.47,500.25,8.86,11.01,4,0
2025-10-13 04:13:17 AM BDT,"Dhaka, BD",22.88,77,1009,clear sky,1.99,70.22,88.2,505.83,7.76,7.72,4,0
2025-10-13 05:12:33 AM BDT,"Dhaka, BD",25.02,94,1009,haze,0,71.79,90.18,513.43,7.06,5.87,4,0
2025-10-13 07:12:13 AM BDT,"Dhaka, BD",26.02,89,1011,mist,1.03,76.28,96.18,553.43,7.06,5.04,5,0.6544
2025-10-13 09:06:14 AM BDT,"Dhaka, BD",28.02,78,1012,haze,2.57,81.25,102.22,601.81,6.41,21.41,5,4.7013
2025-10-13 10:18:25 AM BDT,"Dhaka, BD",28.6,61,1012,clear sky,2.23,62.25,70.86,324.9,2.43,116.76,4,7.9328
2025-10-13 11:15:21 AM BDT,"Dhaka, BD",30.02,70,1011,haze,2.57,57.69,64.8,287.91,1.31,126.98,4,9.312
